material_type,year,month,waste_quantity,sold_out_qty,isSuccessfull,months_to_sell,isSuccessfulMonth,unit_price_lkr,trend_status_code,recommended_unit_price
Blended,2022,1,1200.0,462.6,0,9.8,0,365.31,0,363.3
Chenille,2022,1,1588.0,1327.6,1,4.6,1,611.9,1,715.01
Corduroy,2022,1,1567.0,575.4,0,9.1,0,511.49,0,306.73
Cotton,2022,1,654.0,68.8,0,10.6,0,482.08,0,569.75
Crepe,2022,1,910.0,552.5,1,6.6,1,628.09,1,466.1
Denim,2022,1,1696.0,1080.1,1,8.2,1,482.15,1,446.86
Fleece,2022,1,935.0,407.6,1,6.9,0,484.9,0,404.46
Leather,2022,1,2163.0,244.9,0,10.6,0,1525.46,0,1119.77
Linen,2022,1,1161.0,600.4,1,6.6,1,582.25,0,475.24
Nylon,2022,1,1226.0,721.0,1,6.6,1,297.88,0,266.32
Polyester,2022,1,1673.0,888.8,1,5.9,1,235.93,1,223.06
Satin,2022,1,1377.0,272.7,0,11.7,0,684.31,0,562.3
Silk,2022,1,1356.0,622.3,0,6.1,0,1028.9,0,1259.04
Terrycloth,2022,1,1963.0,1270.3,1,5.5,1,400.76,1,345.86
Viscose,2022,1,1143.0,679.5,1,6.7,0,429.51,1,395.52
Wool,2022,1,1090.0,620.3,0,6.6,0,970.79,1,1054.77
Blended,2021,12,220.0,60.8,0,9.3,0,349.19,0,272.38
Chenille,2021,12,1214.0,1101.2,1,4.7,1,695.39,1,941.11
Corduroy,2021,12,1347.0,1292.0,1,3.5,1,535.46,1,553.84
Cotton,2021,12,2027.0,1893.9,1,3.9,1,461.37,1,460.78
Crepe,2021,12,523.0,492.1,1,4.7,1,579.58,1,714.51
Denim,2021,12,669.0,184.0,0,8.8,0,496.85,0,410.97
Fleece,2021,12,1557.0,836.6,1,7.5,1,454.46,0,523.48
Leather,2021,12,572.0,203.9,0,8.2,0,1448.73,0,872.67
Linen,2021,12,1892.0,1556.6,1,4.0,1,559.66,1,952.17
Nylon,2021,12,1871.0,711.3,0,7.7,0,301.98,0,300.7
Polyester,2021,12,1643.0,1225.5,1,6.2,1,254.55,1,249.44
Satin,2021,12,2337.0,490.1,0,11.0,0,640.07,0,692.86
Silk,2021,12,1486.0,1059.5,1,5.6,1,1146.63,1,971.44
Terrycloth,2021,12,2406.0,1776.0,1,5.5,1,399.56,1,478.34
Viscose,2021,12,644.0,213.1,0,8.2,0,395.52,0,374.02
Wool,2021,12,235.0,113.3,1,7.4,1,893.45,0,906.68
Blended,2021,11,1998.0,1666.7,1,3.6,1,322.33,1,408.26
Chenille,2021,11,1395.0,194.0,0,10.8,0,704.56,0,648.49
Corduroy,2021,11,1585.0,318.7,0,10.6,0,549.16,0,581.47
Cotton,2021,11,2388.0,1531.8,1,6.5,1,430.31,1,436.78
Crepe,2021,11,1500.0,1343.7,1,4.6,1,612.47,1,545.19
Denim,2021,11,720.0,491.0,1,5.2,1,540.93,1,433.76
Fleece,2021,11,1183.0,555.9,1,8.2,0,431.13,0,485.35
Leather,2021,11,1860.0,1702.5,1,3.4,1,1478.4,1,1813.75
Linen,2021,11,2399.0,1003.0,0,7.6,0,586.36,0,580.53
Nylon,2021,11,1058.0,849.0,1,4.5,1,312.22,1,264.67
Polyester,2021,11,249.0,188.9,1,5.7,1,239.03,1,234.79
Satin,2021,11,345.0,272.5,1,3.0,1,698.43,1,875.7
Silk,2021,11,1662.0,1043.6,1,5.1,0,1129.94,1,848.97
Terrycloth,2021,11,1784.0,1361.5,1,4.0,1,400.76,1,484.2
Viscose,2021,11,830.0,482.9,1,5.9,0,425.39,1,417.87
Wool,2021,11,861.0,104.4,0,9.9,0,977.91,0,743.49
Blended,2021,10,1187.0,339.0,0,9.3,0,370.68,0,389.8
Chenille,2021,10,1746.0,539.1,0,8.8,0,593.58,0,502.34
Corduroy,2021,10,1300.0,825.5,1,4.6,1,577.71,1,903.95
Cotton,2021,10,1120.0,1107.7,1,3.2,1,468.27,1,540.85
Crepe,2021,10,2026.0,1291.3,1,7.1,1,578.76,0,483.54
Denim,2021,10,1777.0,862.5,0,7.8,0,497.77,0,547.55
Fleece,2021,10,1198.0,487.6,0,7.4,0,487.94,0,501.41
Leather,2021,10,1803.0,1355.7,1,5.4,1,1557.17,1,1583.75
Linen,2021,10,1390.0,1105.6,1,5.7,1,611.0,1,605.06
Nylon,2021,10,1964.0,1777.0,1,4.3,1,273.32,1,261.35
Polyester,2021,10,2122.0,978.4,0,8.9,0,264.9,0,361.41
Satin,2021,10,1576.0,479.1,0,8.9,0,659.84,0,725.08
Silk,2021,10,907.0,451.8,1,6.0,0,1045.59,1,1162.24
Terrycloth,2021,10,1155.0,947.5,1,4.4,1,446.08,1,445.42
Viscose,2021,10,359.0,210.4,0,7.3,1,436.72,1,619.23
Wool,2021,10,1935.0,1327.0,1,6.6,1,873.1,1,1077.13
Blended,2021,9,257.0,102.7,0,7.7,0,363.52,0,399.47
Chenille,2021,9,1353.0,1345.9,1,3.8,1,650.59,1,813.14
Corduroy,2021,9,1432.0,1426.2,1,3.4,1,529.75,1,609.6
Cotton,2021,9,1694.0,878.7,1,7.1,1,425.7,0,452.63
Crepe,2021,9,861.0,521.8,1,6.4,1,646.17,0,596.54
Denim,2021,9,2068.0,1388.6,1,7.1,1,441.74,1,523.96
Fleece,2021,9,1216.0,308.2,0,10.4,0,444.32,0,455.76
Leather,2021,9,832.0,698.6,1,4.3,1,1510.11,1,2011.86
Linen,2021,9,856.0,317.4,0,6.3,0,620.25,0,520.47
Nylon,2021,9,1879.0,834.8,0,7.9,0,311.19,0,267.59
Polyester,2021,9,547.0,534.3,1,4.2,1,252.48,1,298.12
Satin,2021,9,829.0,823.4,1,3.4,1,642.89,1,832.64
Silk,2021,9,1471.0,861.9,1,8.4,1,1154.97,1,1306.52
Terrycloth,2021,9,485.0,275.9,0,8.1,0,413.88,1,443.72
Viscose,2021,9,655.0,510.7,1,4.5,1,393.46,1,379.15
Wool,2021,9,1723.0,1271.4,1,5.2,1,862.93,1,1065.65
Blended,2021,8,680.0,207.1,0,10.9,0,338.45,0,338.81
Chenille,2021,8,1801.0,797.5,1,9.6,0,596.63,0,403.56
Corduroy,2021,8,2210.0,696.5,0,8.6,0,542.31,0,518.58
Cotton,2021,8,2066.0,1741.1,1,3.1,1,431.46,1,345.39
Crepe,2021,8,1925.0,967.3,0,5.7,0,624.8,0,901.56
Denim,2021,8,510.0,125.2,0,9.8,0,494.09,0,536.19
Fleece,2021,8,605.0,331.1,1,8.3,1,462.58,0,470.46
Leather,2021,8,541.0,330.0,1,7.3,1,1567.41,1,1837.81
Linen,2021,8,443.0,127.4,0,9.3,0,567.88,0,474.72
Nylon,2021,8,760.0,155.6,0,9.1,0,315.29,0,262.86
Polyester,2021,8,793.0,527.5,1,6.4,1,245.24,0,221.66
Satin,2021,8,1893.0,1418.4,1,6.2,1,672.07,1,788.56
Silk,2021,8,1147.0,959.9,1,3.7,1,1050.22,1,1503.34
Terrycloth,2021,8,598.0,276.7,1,7.8,1,411.49,0,326.64
Viscose,2021,8,329.0,99.1,0,9.0,0,384.19,0,397.97
Wool,2021,8,2011.0,1238.2,1,7.3,1,939.25,1,1332.36
Blended,2021,7,465.0,390.7,1,4.1,1,358.15,1,403.56
Chenille,2021,7,992.0,527.2,1,7.1,1,671.97,0,668.52
Corduroy,2021,7,1512.0,1406.9,1,4.5,1,504.64,1,600.07
Cotton,2021,7,2005.0,451.7,0,10.8,0,454.47,0,330.23
Crepe,2021,7,1021.0,864.2,1,3.7,1,587.81,1,760.18
Denim,2021,7,2160.0,1820.2,1,2.4,1,510.62,1,513.18
Fleece,2021,7,1876.0,808.1,0,7.1,0,412.87,0,403.77
Leather,2021,7,1163.0,257.8,0,10.6,0,1458.96,0,1075.06
Linen,2021,7,1803.0,310.1,0,10.3,0,542.2,0,578.75
Nylon,2021,7,327.0,160.0,1,7.7,0,306.07,1,345.6
Polyester,2021,7,742.0,412.2,1,7.3,0,261.8,0,261.09
Satin,2021,7,1881.0,658.3,0,9.4,0,582.65,0,587.55
Silk,2021,7,589.0,59.1,0,12.0,0,1161.46,0,907.87
Terrycloth,2021,7,242.0,159.1,1,4.9,1,413.88,1,288.03
Viscose,2021,7,1283.0,549.5,1,8.0,1,414.06,0,538.54
Wool,2021,7,1740.0,1396.7,1,7.3,1,861.91,1,809.62
Blended,2021,6,841.0,450.9,1,7.5,1,352.78,1,454.94
Chenille,2021,6,889.0,135.1,0,12.0,0,667.9,0,590.7
Corduroy,2021,6,1279.0,470.2,0,8.6,0,538.89,0,507.61
Cotton,2021,6,1182.0,372.6,0,9.6,0,437.21,0,424.53
Crepe,2021,6,1322.0,221.0,0,8.8,0,651.93,0,568.77
Denim,2021,6,1379.0,514.3,0,7.3,0,540.93,0,413.43
Fleece,2021,6,1082.0,281.3,0,9.3,0,447.36,0,272.23
Leather,2021,6,599.0,93.5,0,11.2,0,1478.4,0,1378.96
Linen,2021,6,1995.0,1989.1,1,2.8,1,598.68,1,640.03
Nylon,2021,6,2348.0,1534.9,1,6.3,1,287.65,1,356.76
Polyester,2021,6,1019.0,261.2,0,9.3,0,239.03,0,223.53
Satin,2021,6,619.0,355.5,1,5.2,1,622.19,1,778.84
Silk,2021,6,1708.0,1533.7,1,2.6,1,1092.86,1,1307.25
Terrycloth,2021,6,1797.0,1237.5,1,5.0,1,406.72,1,370.94
Viscose,2021,6,2402.0,1135.5,0,7.9,1,361.53,1,493.66
Wool,2021,6,1749.0,453.3,0,8.7,0,831.38,0,753.77
Blended,2021,5,2244.0,1778.1,1,4.3,1,325.91,1,411.44
Chenille,2021,5,585.0,128.9,0,9.7,0,680.12,0,651.67
Corduroy,2021,5,2493.0,2022.6,1,4.0,1,500.07,1,600.0
Cotton,2021,5,2111.0,1228.1,1,6.9,0,409.6,0,377.74
Crepe,2021,5,2312.0,904.3,1,7.9,0,614.11,0,507.94
Denim,2021,5,2209.0,700.4,0,9.2,0,455.52,0,473.81
Fleece,2021,5,2220.0,2139.2,1,3.6,1,444.32,1,665.67
Leather,2021,5,363.0,157.6,1,9.2,0,1470.21,0,1295.58
Linen,2021,5,696.0,412.8,0,6.6,1,577.12,0,830.19
Nylon,2021,5,902.0,495.6,1,8.2,1,294.81,1,411.84
Polyester,2021,5,1991.0,374.9,0,8.8,0,254.55,0,248.67
Satin,2021,5,1931.0,1695.8,1,3.7,1,661.72,1,868.25
Silk,2021,5,823.0,628.5,1,5.1,1,1170.73,1,1042.43
Terrycloth,2021,5,1968.0,1284.5,1,5.3,1,390.02,1,477.07
Viscose,2021,5,2148.0,1103.0,1,6.9,1,401.7,0,345.19
Wool,2021,5,2268.0,2178.6,1,2.9,1,829.34,1,762.5
Blended,2021,4,304.0,58.3,0,10.6,0,345.61,0,360.82
Chenille,2021,4,592.0,561.5,1,4.4,1,703.54,1,829.03
Corduroy,2021,4,771.0,130.1,0,10.4,0,526.33,0,450.97
Cotton,2021,4,1320.0,1131.0,1,4.0,1,429.16,1,418.04
Crepe,2021,4,2479.0,1277.5,0,4.7,0,558.21,0,571.44
Denim,2021,4,914.0,499.0,1,8.4,1,466.54,1,489.0
Fleece,2021,4,975.0,883.0,1,3.8,1,433.16,1,482.36
Leather,2021,4,2447.0,744.5,0,8.7,0,1477.37,0,1075.71
Linen,2021,4,1055.0,943.4,1,4.0,1,607.92,1,623.39
Nylon,2021,4,1639.0,1621.7,1,4.1,1,310.17,1,274.44
Polyester,2021,4,2334.0,1662.3,1,4.6,1,258.69,1,268.71
Satin,2021,4,286.0,213.0,1,5.2,1,641.95,1,614.13
Silk,2021,4,607.0,118.3,0,9.3,0,1069.69,0,879.18
Terrycloth,2021,4,1868.0,1041.8,0,7.0,1,388.83,1,391.22
Viscose,2021,4,431.0,180.1,1,7.8,0,418.18,0,298.66
Wool,2021,4,565.0,560.7,1,1.3,1,882.26,1,968.49
Blended,2021,3,635.0,506.2,1,4.9,1,365.31,1,503.68
Chenille,2021,3,762.0,195.6,0,8.8,0,652.63,0,826.06
Corduroy,2021,3,1484.0,882.5,1,6.1,1,575.42,1,619.27
Cotton,2021,3,2237.0,1762.6,1,5.4,1,432.61,1,540.39
Crepe,2021,3,1773.0,309.1,0,10.4,0,566.43,0,381.84
Denim,2021,3,1446.0,1162.9,1,4.8,1,540.93,1,443.1
Fleece,2021,3,559.0,370.2,1,6.1,1,475.77,1,525.0
Leather,2021,3,1162.0,243.1,0,10.3,0,1446.68,0,1318.2
Linen,2021,3,1813.0,294.3,0,9.0,0,620.25,0,680.94
Nylon,2021,3,416.0,240.1,1,6.5,1,306.07,0,267.59
Polyester,2021,3,389.0,352.5,1,3.6,1,275.25,1,290.18
Satin,2021,3,2001.0,1638.5,1,3.0,1,656.07,1,748.15
Silk,2021,3,851.0,448.4,0,6.9,0,1099.35,0,1108.56
Terrycloth,2021,3,969.0,621.8,1,7.0,1,385.25,1,428.21
Viscose,2021,3,1916.0,1778.6,1,4.8,1,376.98,1,411.69
Wool,2021,3,1511.0,989.5,1,7.2,1,876.15,1,870.32
Blended,2021,2,1449.0,311.9,0,10.1,0,365.31,0,322.69
Chenille,2021,2,982.0,196.1,0,10.2,0,636.34,0,526.58
Corduroy,2021,2,2430.0,450.8,0,10.4,0,511.49,0,493.71
Cotton,2021,2,687.0,335.9,1,6.6,1,484.38,0,278.3
Crepe,2021,2,2371.0,1066.4,1,8.7,1,631.38,0,579.64
Denim,2021,2,2203.0,461.2,0,9.8,0,482.15,0,279.08
Fleece,2021,2,885.0,98.6,0,12.0,0,432.15,0,407.45
Leather,2021,2,2369.0,1976.6,1,4.3,1,1404.73,1,1637.19
Linen,2021,2,238.0,205.1,1,3.5,1,568.9,1,676.22
Nylon,2021,2,1456.0,858.5,0,6.0,1,327.57,1,427.89
Polyester,2021,2,2396.0,1867.8,1,4.2,1,230.75,1,180.23
Satin,2021,2,2127.0,1645.0,1,3.9,1,633.48,1,716.6
Silk,2021,2,862.0,595.3,1,6.6,1,1072.47,1,1118.27
Terrycloth,2021,2,2450.0,950.7,0,8.8,0,399.56,0,357.38
Viscose,2021,2,861.0,849.1,1,3.5,1,422.3,1,368.09
Wool,2021,2,969.0,211.8,0,9.6,0,963.67,0,1026.04
Blended,2021,1,662.0,120.9,0,11.0,0,342.03,0,312.3
Chenille,2021,1,1686.0,936.2,1,7.5,0,579.32,0,558.58
Corduroy,2021,1,287.0,117.1,0,7.2,0,537.75,0,375.72
Cotton,2021,1,1924.0,1479.7,1,5.6,1,464.82,1,466.67
Crepe,2021,1,1853.0,1127.6,1,7.2,1,620.69,1,527.09
Denim,2021,1,1253.0,1110.1,1,3.2,1,513.38,1,585.44
Fleece,2021,1,1504.0,1180.7,1,4.7,1,440.26,1,491.79
Leather,2021,1,561.0,337.9,0,7.0,0,1575.59,1,1502.94
Linen,2021,1,2376.0,1823.7,1,4.9,1,554.53,1,502.14
Nylon,2021,1,2123.0,401.8,0,10.3,0,311.19,0,273.71
Polyester,2021,1,1447.0,1290.5,1,4.9,1,255.59,1,250.1
Satin,2021,1,1628.0,1236.9,1,3.8,1,614.65,1,456.46
Silk,2021,1,1122.0,806.8,0,7.4,1,1116.04,1,1312.81
Terrycloth,2021,1,1616.0,967.7,1,6.4,1,367.36,1,375.79
Viscose,2021,1,2481.0,1947.3,1,4.4,1,370.8,1,470.54
Wool,2021,1,2456.0,270.0,0,8.7,0,903.63,0,907.71
